workPage.items.2.description	SAME_EN	"A booking-led beauty website direction that moves demand from social DMs into a clearer service menu and appointment path."	"A booking-led beauty website direction that moves demand from social DMs into a clearer service menu and appointment path."
workPage.comingSoon	SAME_EN	"Demo brief"	"Demo brief"
insightsPage.heading	SAME_EN	"Insights in progress"	"Insights in progress"
insightsPage.subtitle	SAME_EN	"Planned practical guides for Batumi hospitality, medical, and beauty websites."	"Planned practical guides for Batumi hospitality, medical, and beauty websites."
insightsPage.comingSoon	SAME_EN	"Planned guide"	"Planned guide"
insightsPage.clusters.hospitality.label	SAME_EN	"Hospitality"	"Hospitality"
insightsPage.clusters.hospitality.posts.0.title	SAME_EN	"Direct booking pages for Batumi hotels"	"Direct booking pages for Batumi hotels"
insightsPage.clusters.hospitality.posts.0.description	SAME_EN	"A practical guide to room pages, trust signals, booking calls to action, and local SEO for hotel websites."	"A practical guide to room pages, trust signals, booking calls to action, and local SEO for hotel websites."
insightsPage.clusters.hospitality.posts.1.title	SAME_EN	"Speed checklist for hotel sites"	"Speed checklist for hotel sites"
insightsPage.clusters.hospitality.posts.1.description	SAME_EN	"A launch checklist for image weight, mobile layout, Core Web Vitals, and booking-path clarity."	"A launch checklist for image weight, mobile layout, Core Web Vitals, and booking-path clarity."
insightsPage.clusters.medical.label	SAME_EN	"Medical"	"Medical"
insightsPage.clusters.medical.posts.0.title	SAME_EN	"How patients evaluate clinics online"	"How patients evaluate clinics online"
insightsPage.clusters.medical.posts.0.description	SAME_EN	"A guide to doctor profiles, treatment pages, pricing clarity, and inquiry forms for clinic websites."	"A guide to doctor profiles, treatment pages, pricing clarity, and inquiry forms for clinic websites."
insightsPage.clusters.medical.posts.1.title	SAME_EN	"Multilingual medical content that builds trust"	"Multilingual medical content that builds trust"
insightsPage.clusters.medical.posts.1.description	SAME_EN	"How to structure English, Georgian, Russian, and Turkish content without making the site confusing."	"How to structure English, Georgian, Russian, and Turkish content without making the site confusing."
insightsPage.clusters.beauty.label	SAME_EN	"Beauty"	"Beauty"
insightsPage.clusters.beauty.posts.0.title	SAME_EN	"Local SEO for Batumi beauty studios"	"Local SEO for Batumi beauty studios"
insightsPage.clusters.beauty.posts.0.description	SAME_EN	"A guide to service pages, Google Business Profile basics, reviews, and local search intent."	"A guide to service pages, Google Business Profile basics, reviews, and local search intent."
insightsPage.clusters.beauty.posts.1.title	SAME_EN	"From social DMs to online bookings"	"From social DMs to online bookings"
insightsPage.clusters.beauty.posts.1.description	SAME_EN	"How to move appointment demand into a clearer website flow while still using social media for discovery."	"How to move appointment demand into a clearer website flow while still using social media for discovery."
caseStudies.sectionLabel	SAME_EN	"Demo briefs."	"Demo briefs."
caseStudies.heading	SAME_EN	"Example directions, not fake client claims"	"Example directions, not fake client claims"
caseStudies.viewLink	SAME_EN	"View brief"	"View brief"
caseStudies.moreNote	SAME_EN	"These are sample briefs until client work is ready to publish. Ask for the direction closest to your business."	"These are sample briefs until client work is ready to publish. Ask for the direction closest to your business."
caseStudies.discussProject	SAME_EN	"Discuss a similar project"	"Discuss a similar project"
caseStudies.seeBrief	SAME_EN	"See the brief"	"See the brief"
caseStudies.studies.hospitality.vertical	SAME_EN	"Hospitality"	"Hospitality"
caseStudies.studies.hospitality.title	SAME_EN	"Boutique hotel direct booking concept"	"Boutique hotel direct booking concept"
caseStudies.studies.hospitality.result	SAME_EN	"Booking flow blueprint"	"Booking flow blueprint"
caseStudies.studies.medical.vertical	SAME_EN	"Medical"	"Medical"
caseStudies.studies.medical.title	SAME_EN	"Dental clinic multilingual trust site"	"Dental clinic multilingual trust site"
caseStudies.studies.medical.result	SAME_EN	"Patient inquiry structure"	"Patient inquiry structure"
caseStudies.studies.beauty.vertical	SAME_EN	"Beauty"	"Beauty"
caseStudies.studies.beauty.title	SAME_EN	"Beauty studio appointment website"	"Beauty studio appointment website"
caseStudies.studies.beauty.result	SAME_EN	"Appointment flow prototype"	"Appointment flow prototype"
blog.sectionLabel	SAME_EN	"Guides in progress."	"Guides in progress."
blog.heading	SAME_EN	"Industry guides for hotels, clinics & studios"	"Industry guides for hotels, clinics & studios"
blog.subtitle	SAME_EN	"Practical notes on booking flows, trust, local SEO, and visual direction for Batumi businesses."	"Practical notes on booking flows, trust, local SEO, and visual direction for Batumi businesses."
blog.description	SAME_EN	"Planned guides based on the same audit framework used for client projects."	"Planned guides based on the same audit framework used for client projects."
blog.allArticles	SAME_EN	"View planned guides"	"View planned guides"
blog.articles.0.title	SAME_EN	"Direct booking pages for Batumi hotels"	"Direct booking pages for Batumi hotels"
blog.articles.0.date	SAME_EN	"Planned"	"Planned"
blog.articles.0.readTime	SAME_EN	"Guide"	"Guide"
blog.articles.1.title	SAME_EN	"Clinic trust pages for international patients"	"Clinic trust pages for international patients"
blog.articles.1.date	SAME_EN	"Planned"	"Planned"
blog.articles.1.readTime	SAME_EN	"Guide"	"Guide"
blog.articles.2.title	SAME_EN	"Online booking flows for beauty studios"	"Online booking flows for beauty studios"
blog.articles.2.date	SAME_EN	"Planned"	"Planned"
blog.articles.2.readTime	SAME_EN	"Guide"	"Guide"
blog.categories.hospitality	SAME_EN	"Hospitality"	"Hospitality"
blog.categories.medical	SAME_EN	"Medical"	"Medical"
blog.categories.beauty	SAME_EN	"Beauty"	"Beauty"
trustedBy.client1	BAD_Q	"Randevu ak??lar?"	"Appointment flows"
