workPage.heading	SAME_ENWRONG_SCRIPT	"Work directions"	"Work directions"
workPage.subtitle	SAME_ENWRONG_SCRIPT	"Demo briefs and project directions until real client work is ready to publish."	"Demo briefs and project directions until real client work is ready to publish."
workPage.items.0.sector	SAME_ENWRONG_SCRIPT	"Hospitality"	"Hospitality"
workPage.items.0.title	SAME_ENWRONG_SCRIPT	"Boutique hotel booking concept"	"Boutique hotel booking concept"
workPage.items.0.description	SAME_ENWRONG_SCRIPT	"A direct-booking website direction for a Batumi seafront hotel: rooms, trust signals, multilingual SEO, and fewer OTA dependencies."	"A direct-booking website direction for a Batumi seafront hotel: rooms, trust signals, multilingual SEO, and fewer OTA dependencies."
workPage.items.1.sector	SAME_ENWRONG_SCRIPT	"Medical"	"Medical"
workPage.items.1.title	SAME_ENWRONG_SCRIPT	"Dental clinic trust platform"	"Dental clinic trust platform"
workPage.items.1.description	SAME_ENWRONG_SCRIPT	"A multilingual clinic direction with doctor profiles, treatment pages, patient FAQs, and structured data for medical search."	"A multilingual clinic direction with doctor profiles, treatment pages, patient FAQs, and structured data for medical search."
workPage.items.2.sector	SAME_ENWRONG_SCRIPT	"Beauty"	"Beauty"
workPage.items.2.title	SAME_ENWRONG_SCRIPT	"Studio appointment flow"	"Studio appointment flow"
workPage.items.2.description	SAME_ENWRONG_SCRIPT	"A booking-led beauty website direction that moves demand from social DMs into a clearer service menu and appointment path."	"A booking-led beauty website direction that moves demand from social DMs into a clearer service menu and appointment path."
workPage.comingSoon	SAME_ENWRONG_SCRIPT	"Demo brief"	"Demo brief"
insightsPage.heading	SAME_ENWRONG_SCRIPT	"Insights in progress"	"Insights in progress"
insightsPage.subtitle	SAME_ENWRONG_SCRIPT	"Planned practical guides for Batumi hospitality, medical, and beauty websites."	"Planned practical guides for Batumi hospitality, medical, and beauty websites."
insightsPage.comingSoon	SAME_ENWRONG_SCRIPT	"Planned guide"	"Planned guide"
insightsPage.clusters.hospitality.label	SAME_ENWRONG_SCRIPT	"Hospitality"	"Hospitality"
insightsPage.clusters.hospitality.posts.0.title	SAME_ENWRONG_SCRIPT	"Direct booking pages for Batumi hotels"	"Direct booking pages for Batumi hotels"
insightsPage.clusters.hospitality.posts.0.description	SAME_ENWRONG_SCRIPT	"A practical guide to room pages, trust signals, booking calls to action, and local SEO for hotel websites."	"A practical guide to room pages, trust signals, booking calls to action, and local SEO for hotel websites."
insightsPage.clusters.hospitality.posts.1.title	SAME_ENWRONG_SCRIPT	"Speed checklist for hotel sites"	"Speed checklist for hotel sites"
insightsPage.clusters.hospitality.posts.1.description	SAME_ENWRONG_SCRIPT	"A launch checklist for image weight, mobile layout, Core Web Vitals, and booking-path clarity."	"A launch checklist for image weight, mobile layout, Core Web Vitals, and booking-path clarity."
insightsPage.clusters.medical.label	SAME_ENWRONG_SCRIPT	"Medical"	"Medical"
insightsPage.clusters.medical.posts.0.title	SAME_ENWRONG_SCRIPT	"How patients evaluate clinics online"	"How patients evaluate clinics online"
insightsPage.clusters.medical.posts.0.description	SAME_ENWRONG_SCRIPT	"A guide to doctor profiles, treatment pages, pricing clarity, and inquiry forms for clinic websites."	"A guide to doctor profiles, treatment pages, pricing clarity, and inquiry forms for clinic websites."
insightsPage.clusters.medical.posts.1.title	SAME_ENWRONG_SCRIPT	"Multilingual medical content that builds trust"	"Multilingual medical content that builds trust"
insightsPage.clusters.medical.posts.1.description	SAME_ENWRONG_SCRIPT	"How to structure English, Georgian, Russian, and Turkish content without making the site confusing."	"How to structure English, Georgian, Russian, and Turkish content without making the site confusing."
insightsPage.clusters.beauty.label	SAME_ENWRONG_SCRIPT	"Beauty"	"Beauty"
insightsPage.clusters.beauty.posts.0.title	SAME_ENWRONG_SCRIPT	"Local SEO for Batumi beauty studios"	"Local SEO for Batumi beauty studios"
insightsPage.clusters.beauty.posts.0.description	SAME_ENWRONG_SCRIPT	"A guide to service pages, Google Business Profile basics, reviews, and local search intent."	"A guide to service pages, Google Business Profile basics, reviews, and local search intent."
insightsPage.clusters.beauty.posts.1.title	SAME_ENWRONG_SCRIPT	"From social DMs to online bookings"	"From social DMs to online bookings"
insightsPage.clusters.beauty.posts.1.description	SAME_ENWRONG_SCRIPT	"How to move appointment demand into a clearer website flow while still using social media for discovery."	"How to move appointment demand into a clearer website flow while still using social media for discovery."
caseStudies.sectionLabel	SAME_ENWRONG_SCRIPT	"Demo briefs."	"Demo briefs."
caseStudies.heading	SAME_ENWRONG_SCRIPT	"Example directions, not fake client claims"	"Example directions, not fake client claims"
caseStudies.viewLink	SAME_ENWRONG_SCRIPT	"View brief"	"View brief"
caseStudies.moreNote	SAME_ENWRONG_SCRIPT	"These are sample briefs until client work is ready to publish. Ask for the direction closest to your business."	"These are sample briefs until client work is ready to publish. Ask for the direction closest to your business."
caseStudies.discussProject	SAME_ENWRONG_SCRIPT	"Discuss a similar project"	"Discuss a similar project"
caseStudies.seeBrief	SAME_ENWRONG_SCRIPT	"See the brief"	"See the brief"
caseStudies.studies.hospitality.vertical	SAME_ENWRONG_SCRIPT	"Hospitality"	"Hospitality"
caseStudies.studies.hospitality.title	SAME_ENWRONG_SCRIPT	"Boutique hotel direct booking concept"	"Boutique hotel direct booking concept"
caseStudies.studies.hospitality.result	SAME_ENWRONG_SCRIPT	"Booking flow blueprint"	"Booking flow blueprint"
caseStudies.studies.medical.vertical	SAME_ENWRONG_SCRIPT	"Medical"	"Medical"
caseStudies.studies.medical.title	SAME_ENWRONG_SCRIPT	"Dental clinic multilingual trust site"	"Dental clinic multilingual trust site"
caseStudies.studies.medical.result	SAME_ENWRONG_SCRIPT	"Patient inquiry structure"	"Patient inquiry structure"
caseStudies.studies.beauty.vertical	SAME_ENWRONG_SCRIPT	"Beauty"	"Beauty"
caseStudies.studies.beauty.title	SAME_ENWRONG_SCRIPT	"Beauty studio appointment website"	"Beauty studio appointment website"
caseStudies.studies.beauty.result	SAME_ENWRONG_SCRIPT	"Appointment flow prototype"	"Appointment flow prototype"
blog.sectionLabel	SAME_ENWRONG_SCRIPT	"Guides in progress."	"Guides in progress."
blog.heading	SAME_ENWRONG_SCRIPT	"Industry guides for hotels, clinics & studios"	"Industry guides for hotels, clinics & studios"
blog.subtitle	SAME_ENWRONG_SCRIPT	"Practical notes on booking flows, trust, local SEO, and visual direction for Batumi businesses."	"Practical notes on booking flows, trust, local SEO, and visual direction for Batumi businesses."
blog.description	SAME_ENWRONG_SCRIPT	"Planned guides based on the same audit framework used for client projects."	"Planned guides based on the same audit framework used for client projects."
blog.allArticles	SAME_ENWRONG_SCRIPT	"View planned guides"	"View planned guides"
blog.articles.0.title	SAME_ENWRONG_SCRIPT	"Direct booking pages for Batumi hotels"	"Direct booking pages for Batumi hotels"
blog.articles.0.date	SAME_ENWRONG_SCRIPT	"Planned"	"Planned"
blog.articles.0.readTime	SAME_ENWRONG_SCRIPT	"Guide"	"Guide"
blog.articles.1.title	SAME_ENWRONG_SCRIPT	"Clinic trust pages for international patients"	"Clinic trust pages for international patients"
blog.articles.1.date	SAME_ENWRONG_SCRIPT	"Planned"	"Planned"
blog.articles.1.readTime	SAME_ENWRONG_SCRIPT	"Guide"	"Guide"
blog.articles.2.title	SAME_ENWRONG_SCRIPT	"Online booking flows for beauty studios"	"Online booking flows for beauty studios"
blog.articles.2.date	SAME_ENWRONG_SCRIPT	"Planned"	"Planned"
blog.articles.2.readTime	SAME_ENWRONG_SCRIPT	"Guide"	"Guide"
blog.categories.hospitality	SAME_ENWRONG_SCRIPT	"Hospitality"	"Hospitality"
blog.categories.medical	SAME_ENWRONG_SCRIPT	"Medical"	"Medical"
blog.categories.beauty	SAME_ENWRONG_SCRIPT	"Beauty"	"Beauty"
trustedBy.label	BAD_Q	"???????, ??????? ????????????? ????? ???????? ???????"	"Built around the systems local businesses actually need"
trustedBy.client0	BAD_Q	"?????? ????????????"	"Direct booking"
trustedBy.client1	BAD_Q	"????? ??????"	"Appointment flows"
trustedBy.client2	BAD_QWRONG_SCRIPT	"????????? SEO"	"Local SEO"
trustedBy.client3	BAD_Q	"???????????? ????"	"Original photography"
trustedBy.client4	BAD_Q	"???????????? ????????"	"Multilingual pages"
trustedBy.client5	BAD_QWRONG_SCRIPT	"?????? ?? Hostinger"	"Hostinger deployment"
